text,sentiment_score
"FY2023 ESG Highlights Walmart Introduction Equity & Inclusion at Walmart & Beyond Our aspiration: to advance equity and inclusion in our business, with our suppliers and business partners, and in the communities we serve STRATEGY · Create a culture of belonging, where all associates feel accepted and valued for their unique identities and skills · Promote inclusion through our sourcing of products, services, and goods not for resale; marketing; and business relationships · Advance equity and inclusion in society through business initiatives and complementary philanthropy FY2023 HIGHLIGHTS · Diversified recruiting and talent pools, including our frontline hourly associate base and strategic partnerships with HBCUs; people of color represent 41% of management (vs. 39% in FY2022) · Worked with more than 200 diverse creators and brands in marketing and sourced more than $13 billion from diverse suppliers . Granted $58 million towards our $100 million Center for Racial Equity commitment to address disparities in the U.S. criminal justice, education, finance, and health systems, with an additional $7 million contributed towards racial solidarity efforts Opportunity Sustainability Community Ethics & Integrity 14 Belonging at Walmart Walmart's diversity, equity, and inclusion efforts focus on creating a culture of belonging, where people can bring their best selves to work - and we can attract and retain talent to serve our customer well. Our efforts include removing barriers to hiring and advancement; training and education; associate resource groups; and robust oversight and reporting. This year, we began seeking to measure a sense of belonging through our Associate Engagement Survey. We also hired our first Chief Belonging Officer - an evolution of the Chief Diversity Officer role - in early FY2024. See our Equity & Inclusion ESG brief for more information",0.17500000000000002
"FY2023 ESG Highlights Walmart Supplier Opportunity Our aspiration: we aim to create economic opportunities for our suppliers, the people they employ, and their communities STRATEGY · Support the creation of American jobs by increasing our sourcing of products made, grown, or assembled in the U.S. · Source from and build capacity of diverse suppliers · Promote the production of goods in India for export · Support smallholder farmers and small producers through sourcing and capacity building FY2023 HIGHLIGHTS · Spent an incremental $47 billion on products supporting American jobs (2021 through end of FY2023) · Sourced more than $13 billion from ~2,400 diverse suppliers to our U.S. businesses · Invested >$39 million grants in smallholder capacity building in India15 and progressed against a commitment made to triple exports of goods from India to $10 billion by 2027 Introduction Opportunity Sustainability Supporting American Manufacturing Walmart has long supported American manufacturing and the creation of jobs in the U.S., completing a commitment to purchase an incremental $250 billion in products made, grown, or assembled in the U.S. in FY2023. Anticipating the successful completion of this commitment, Walmart renewed its commitment in 2021 and expanded its incremental spend goal to $350 billion over ten years. As of the end of FY2023, Walmart has already Community Ethics & Integrity 15 purchased an incremental $47 billion towards that new goal. Our sourcing can have a profound impact on local communities: we expect our new commitment to catalyze the creation of more than 750,000 new jobs across the U.S. As just one example, longtime Walmart Supplier Classic Fashion announced a new California cut- and-sew apparel facility in October 2022, which is expected to create 125 jobs by 2023 and an additional 225 jobs over five years. See our Supplier Opportunity ESG brief for more information",0.1352272727272727
"FY2023 ESG Highlights Walmart Sustainability Walmart seeks to transform our business and product supply chains to be regenerative - optimizing outcomes for climate, waste, nature, and people as we serve our customers and grow our business. RELATED ESG ISSUE BRIEFS: E Product Supply Chain Sustainability F Climate Change Regeneration of Natural Resources: Forests, Land, Oceans E E Waste: Circular Economy E People in Supply Chains",-0.07500000000000001
"Walmart FY2023 ESG Highlights Sustainability Highlights >750 MILLION MT CO2e reduced or avoided by suppliers since 201716 23.2% reduction in combined Scope 1 & 2 emissions vs. 2015 baseline17 (through 2021) >2 MILLION ACRES OF LAND conserved through Acres for America since 2005 Introduction Sustainability Opportunity Community Ethics & Integrity 17 63% >400 SUPPLIERS of global private-brand packaging is recyclable, reusable, or industrially compostable, a 5% increase over FY2022 set goals and/or reported progress on responsible recruitment through Walmart's Supplier Leadership Program on People",0.1
"FY2023 ESG Highlights Walmart Product Supply Chain Sustainability Our aspiration: accelerate progress on the sustainability of our own assortment and product supply chains across the retail and consumer goods industry STRATEGY · Set standards and requirements for product sourcing · Engage and support suppliers to pursue social and environmental initiatives · Lead consortia to accelerate collective action beyond Walmart · Help customers make informed choices through labeling and cause campaigns · Advocate for public policies that align with sustainable supply chain priorities · Accelerate systems change beyond Walmart through philanthropic investments FY2023 HIGHLIGHTS · Achieved at least 95% ""more sustainable"" certification for several commodities, including fresh and frozen seafood,19 bananas,20 coffee,21 and tea22 · Offered products that meet trusted standards for personal well-being, our communities and the environment through the Built for Better online shop . Relaunched Member's Mark brand - ""Made with Our Member and Planet in Mind"" · Made steady progress across food, apparel, consumables, and general merchandise across climate, waste, nature, and people strategies Introduction Opportunity Sustainability Community Ethics & Integrity 18 20x2025 SUSTAINABLE COMMODITIES In 2016, Walmart announced ""20x25"": a goal to source at least 20 agricultural commodities more sustainably by 2025. Since then, we have been working on the following: Our approach to more sustainably sourcing these commodities · Encouraging our suppliers to adopt more sustainable sourcing practices, including through product specifications and sourcing policies, as well as positions and policy statements . Revamping sourcing specifications and requiring certifications where available and aligned with our aspirations · Collaborating with suppliers, other retailers, NGOs, and others to improve practices across the sector · Asking suppliers to measure and report against progress · Supporting place-based sourcing in critical ecosystems · Measuring and reporting transparently See our Product Supply Chain Sustainability ESG brief for more information",0.165625
"Walmart FY2023 ESG Highlights Introduction Opportunity Sustainability Climate Change Our aspiration: we aim to galvanize collective action across the retail and consumer goods sector through advocacy, supplier engagement, philanthropy, and innovation in product supply chain practices while taking steps to strengthen the resilience of our business against the effects of climate change STRATEGY EV Fast Charging Network We are investing in clean energy infrastructure in the U.S. to make electric vehicle (EV) ownership more accessible, reliable, convenient, and affordable for our customers. By 2030, we intend to build out our EV fast-charging network to at least 10,000 chargers across 2,500+ Walmart and Sam's Club locations in the U.S., expanding on the EV fast-charging stations that are already available at over 280 locations across the U.S. Community Ethics & Integrity 19 ANNUAL GHG EMISSIONS Walmart's Progress on Operational Emissions (Scope 1 and 2)27 20 6.08 6.71 6.67 15 6.15 6.85 725 13.84 Millions Metric Tons (MMT] COJe 12.76 12.30 11.41 10.35 8.6 10 FY2023 HIGHLIGHTS PROJECT GIGATON: >750 MMT CO2e REDUCED TO DATE28 · Decreased our combined Scope 1 and 2 emissions23 by 23.2% (through 2021) · Increased percentage of electricity supplied by renewable sources to 46% (through 2021)24 · Increased supplier participation in Project Gigaton to ~75% of U.S. product net sales25 · Achieved >750MMT CO2e reduced, avoided, or sequestered through Project Gigaton26 · Advocated for climate-related policy in line with our Statement on Climate Policy including supporting the climate provisions of the Inflation Reduction Act 0 - (35) - (58) -200 Million Metric Tons (MMT) CO2e -400 (136) 737 6.62 0 CY2015 CY2016 CY2017 CY2018 CY2019 CY2020 CY2021 Scope 1 Scope 2 (market-based) (186) (158) -600 (176) -800 CY2018 CY2019 CY2020 CY2021 CY2022 CY2023 Cumulative emissions reduced, avoided, or sequestered (MMT CO2e) See our Climate Change ESG brief for more information",0.16597222222222222
"Walmart FY2023 ESG Highlights Introduction CLIMATE CHANGE SPOTLIGHT Project Gigaton: Transforming Supply Chains Walmart launched Project Gigaton in 2017 as an ambitious initiative to catalyze decarbonization in product value chains through engagement of suppliers, NGOs, and other stakeholders. Our goal: to democratize climate action and help reduce or avoid one billion metric tons (a ""gigaton"") of greenhouse gas emissions by 2030. Through Project Gigaton, we encourage suppliers to take action in six action areas that are key to decarbonization and relevant to our suppliers' businesses. PROJECT GIGATON PILLARS Over the past six years, we have expanded and deepened our work by adding new tools, resources, and other opportunities for suppliers to accelerate engagement and impact. For example, as part of Project Gigaton, Walmart collaborated with Schneider Electric to provide access to accelerators like Gigaton PPA, which offers suppliers the opportunity to participate in aggregate, utility-scale power purchase agreements. We also worked with CDP and HSBC to launch the Sustainable Supply Chain Finance Program, an early-payment program for suppliers who set science-based targets through Project Gigaton or have achieved certain score thresholds from CDP. As Project Gigaton continues to make progress across areas of the supply chain critical to decarbonization, Walmart is focused on increasing supplier engagement and ambition and catalyzing positive action. Energy · Gigaton PPA · Tools and playbooks Nature . Forums and summits · Place-based initiative connectors Waste · 10x20x30 initiative · Investing in technical assistance Sustainability Opportunity Packaging · Forums and summits · Sustainable packaging playbook Transportation · Collaborating on public policy · Sharing resources Product Use & Design · Investing in technical assistance · Golden design rules Community Ethics & Integrity 20 >750 MILLION MT CO2e reduced or avoided by suppliers since 201729 >5,200 SUPPLIERS signed up for Project Gigaton",0.06639610389610391
"FY2023 ESG Highlights Walmart Introduction Opportunity Sustainability Community Ethics & Integrity 21 Regeneration of Natural Resources: Forests, Land, Oceans Our aspiration: to place nature in the center of our business practices, including by protecting, more sustainably managing, or restoring at least 50 million acres of land and 1 million square miles of ocean by 2030 STRATEGY · Govern our nature strategy through accountable leadership · Identify nature-related dependencies, impacts, risks, and opportunities · Foster more sustainable production of commodities · Transition our operations toward regenerative practices · Support conservation and restoration of critical ecosystems · Encourage the development of place-based initiatives · Advocate for and invest in enablers of systemic change FY2023 HIGHLIGHTS · Engaged through business or philanthropy in efforts to protect, more sustainably manage, or restore >30 million acres of land and >1.4 million square miles of ocean · Pursued seven place-based commodity sourcing initiatives (e.g., rice, tuna) · Launched a nature portal to connect suppliers to information regarding place-based commodity sourcing and conservation opportunities · Reached a milestone of over two million acres conserved through the Acres for America program since 2005 Place-Based Sourcing We support the development of place-based and jurisdictional initiatives, which aim to create shared value for producers, suppliers, and communities across a landscape or seascape. For example, we partnered with The Nature Conservancy and the government of the Republic of the Marshall Islands to source tuna certified to Marine Stewardship Council standards for our Great Value brand. The initiative aspires to distribute at least 40% of net income to directly support community-based conservation and climate resilience projects including the development and management of Marine Protected Areas and coral reef restoration. We also collaborate with Indigo Ag to source Great Value rice from a place-based initiative in Arkansas. Rice farmers enrolled in the project implement on-farm practices that are intended to improve water and land stewardship, including crop rotation from legumes, fertilizer management, zero-grade rice production, multiple-inlet irrigation with computerized holes election, and furrow irrigation. See our Regeneration of Natural Resources ESG brief for more information",0.21333333333333335
"FY2023 ESG Highlights Walmart Waste: Circular Economy Our aspiration: to achieve zero waste in our global operations and accelerate the adoption of innovative packaging and products designed for circularity STRATEGY · Achieve zero operational waste · Eliminate food waste · Optimize packaging and encourage customer recycling FY2023 HIGHLIGHTS · Reduced food waste 12% (vs. 2016 baseline); diverted >900M lbs. of food waste to composting, animal feed, anaerobic digestion, and biochemical processing; and donated >760M Ibs. of food globally30 · 63% of global private brand packaging was recyclable, reusable, or industrially compostable31 · Reduce plastic waste · Engage customers in the circular economy . Invest in local infrastructure to address systemic issues around waste management · Eliminated free plastic bags at checkout in Mexico, Canada, and more than 420 Walmart stores in the U.S. . Launched Walmart Restored, an online marketplace where customers can buy refurbished products · Diverted 78% of operational waste globally, including 89% in Canada, 80% in Mexico, and 78% in the U.S. 32 Introduction Opportunity Sustainability Community Ethics & Integrity 22 Circular Connector In 2022 we launched our Circular Connector, designed to help connect innovative packaging companies to our private brand merchants and suppliers. fit with private brand packaging goals. To date, the Connector has gathered over 200 more sustainable packaging solutions and made more than 4,000 connections between packaging providers and private brand suppliers. Packaging companies submit their packaging solutions through the Connector on the Walmart Sustainability Hub; Walmart teams assess the AHORRA Algramő |lider:': Algramo Algramů AHORRA cours sustentable AHORRA - Licher Estación de recarga Detergente líquido y suavizante Estación de recargo Lavalozas y limpiapies Elige recargable ¡Cuida tu bolsillo y el planeta! Licher Lider 2% See our Waste: Circular Economy ESG Brief for more information",0.06666666666666668
"Walmart FY2023 ESG Highlights Introduction Opportunity Sustainability Community Ethics & Integrity 23 People in Supply Chains Our aspiration: to source responsibly while acting as a catalyst to improve the well-being of people working in product supply chains PEOPLE IN SUPPLY CHAINS - RETAIL SUPPLY CHAINS OF FOCUS STRATEGY Walmart has committed to working with others to address risks to the dignity of workers in a minimum of 10 retail supply chains by 2025 · Set strong, responsible sourcing standards, monitor suppliers and facilities for compliance, and manage non-compliances and remediation · Create economic · Collaborate with key opportunity for people in supply chains by sourcing from diverse and small suppliers and investing to support smallholders actors to address systemic risks to worker well-being 1 Apparel from Bangladesh FY2023 HIGHLIGHTS 6 2 Tuna from Thailand 3 Shrimp from Thailand 7 8 4 Produce from U.S. & Mexico 5 Electronics from Malaysia 9 10 · Assessed ~13,100 third-party responsible sourcing facility audit reports33 · Over 90% of assessed audit reports were rated green or yellow and less than 2% percent of facilities assessed received a successive orange rating34 · 99% of Walmart U.S. and 99% of Sam's Club U.S. net sales of fresh produce and floral were from suppliers endorsing the produce Ethical Charter35 · Continued to invest in building capability in responsible recruitment and dignified working conditions, including in grants to IREX, Global Fishing Watch, The Nature Conservancy, Polaris, and the Woodrow Wilson International Center for Scholars Hard Home from Malaysia + Home Textiles & Apparel from India + Home Textiles & Apparel from Vietnam Apparel from Jordan Apparel from Guatemala See our People in Supply Chains ESG brief for more information",0.06785714285714284
"Walmart FY2023 ESG Highlights Community V® As an omni-channel retailer with locations in thousands of communities around the world, we seek to help communities thrive and become more resilient. RELATED ESG ISSUE BRIEFS: E Serving Communities Safer, Healthier Food & Other Products E Disaster Preparedness & Response LU NT 1 Jenach Tende",0.125
"Walmart FY2023 ESG Highlights Introduction Opportunity Sustainability Community Highlights FOOD DONATION PROGRAM 25 >$1.7 BILLION Community Ethics & Integrity cash and in-kind donations globally38 · $ >665 MILLION pounds of food donated in the U.S. to help fight hunger36 93% U.S. store and club participation37 Launched the Walmart Healthcare Research Institute to increase community access to healthcare research that may help lead to safer, higher quality, and more equitable healthcare",0.375
"Walmart FY2023 ESG Highlights Serving Communities Our aspiration: as an omni-channel retailer with a physical presence in thousands of communities around the world, Walmart seeks to help those communities thrive and become more resilient STRATEGY · Provide convenient access to affordable, quality goods and services · Contribute to economic vitality by providing quality jobs, training and career paths, investing in local suppliers, and contributing to local economies · Strengthen community resilience by supporting local organizations and causes, increasing food access, and preparing for and responding to disasters · Build more inclusive and engaged commu- nities through advancing equity, supporting caring and connected communities, and deepening engagement between our stores and clubs and their surrounding communities FY2023 HIGHLIGHTS · Contributed to local economies including by employing ~2.1 million people, paying $3.310 billion in income-based taxes worldwide, investing $4.990 billion in store and club remodels in the U.S., sourcing more than two-thirds of Walmart U.S.'s total product spend on items made, grown, or assembled in the U.S., and donating more than $1.7 billion in cash and in-kind donations globally . In the U.S., launched Spark Good, a new community engagement platform that provides more opportunities for customers and associates to support the causes that matter most to them; our U.S. locations, associates and customers collectively donated more than $146 million to charitable organizations in FY2023 Introduction Opportunity Sustainability Caring and Connected Communities We believe in the power of positive, in-person interactions among people of different backgrounds to build trust. Walmart provides support to organizations that bring people together to create more caring and connected communities. Community Ethics & Integrity 26 For example, The Trust for Public Land will use a Walmart Foundation grant of $1 million for its initiative ""On Common Ground,"" which helps forge new relationships among community members through shared spaces and community programs at city parks across the U.S. See our Serving Communities ESG brief for more information",0.23928571428571432
"Walmart FY2023 ESG Highlights Introduction Opportunity Safer, Healthier Food & Other Products Our aspiration: to improve the lives of people around the world by providing access to safer, healthier, and more affordable food and products STRATEGY FY2023 HIGHLIGHTS Sustainability Innovation in Food Safety We use machine learning technology that integrates compliance data (such as audits and regulatory visits) and operations data (such as facilities maintenance and logistics) to identify early risk indicators of pressure or strain on our stores or clubs. This information helps us prioritize Community Ethics & Integrity 27 the deployment of resources towards areas with a higher likelihood of food safety failure. The Food Marketing Institute awarded Walmart the 2022 Food Safety Innovation Award for development and deployment of this technology. · Supported a strong food safety culture, including by conducting approximately 71,000 independent food safety audits and training ~1.2 million associates in at least one food safety course · Promoted access to healthier food by ensuring SNAP benefits can be used at all Walmart stores as well as online in 49 states and by updating the Great for You nutrition criteria to match the 2020-2025 USDA Dietary Guidelines for Americans · Reduced the footprint of priority chemicals in Walmart U.S. and Sam's Club U.S. formulated consumables by 20% compared to a 2017 baseline39 Orpane Se 143 × 3 452 See our Safer, Healthier Food & Other Products ESG brief for more information",0.08777777777777777
"FY2023 ESG Highlights Walmart Introduction Opportunity Sustainability Disaster Preparedness & Response Our aspiration: to effectively prepare for and respond to disasters, with a focus on associate well-being, serving customer needs through swift and safe recovery of business operations, and supporting impacted communities STRATEGY · To protect our associates, customers, and communities, our Emergency Operations Center operates 24/7/365 · ~ $16 million globally in cash and in-kind donations for disaster recovery and preparedness Collaborating with Partners for Disaster Preparedness A key aspect of disaster planning and preparation is knowing the community and establishing relationships with community stakeholders before a crisis event. Including relevant stakeholders in disaster planning efforts promotes coordinated disaster response efforts, drives information sharing, helps us to direct resources where they are most needed, and can lead to more targeted support for communities in need after a disaster. To strengthen these relationships and coordination, Walmart convened a Preparedness Summit in 2022, bringing together more than 100 representatives from corporations, government agencies, NGOs, and local nonprofits at Walmart's Home Office campus. Participants shared knowledge and best practices on topics including preparedness and technology, strengthening partnerships, the role of supply chains in disaster relief, and improving and increasing coordination and innovation in the disaster preparedness space. Community Ethics & Integrity 28 Walr Save money SUPPORTING OUR STAKEHOLDERS Associates Ensuring the well-being of our associates and their families Customers and Members Maintaining and restoring our operations to serve customers and members swiftly and safely Communities Helping vulnerable communities build resilience before disasters and supporting impacted communities after disasters See our Disaster Preparedness & Response ESG brief for more information",0.27631578947368424
"Walmart FY2023 ESG Highlights DISASTER PREPAREDNESS & RESPONSE SPOTLIGHT Hurricane lan Response In the days before Hurricane lan hit Florida in September 2022, Walmart associates began preparations for the storm, including facilities walks and roof checks, airing hurricane preparedness videos and weather forecasts on TVs in stores and clubs, and pre-staging resources and mobile generators at Walmart facilities in the expected path of the storm. Our team began working closely with the state of Florida's Emergency Operations Center, where they would remain embedded for more than a week to help coordinate with local facilities, emergency responders, and local leaders. The storm brought historic flooding and rainfall and hundreds of Walmart stores, clubs, and distribution centers in its path were affected, with dozens losing power and suffering damage from wind and water. Shortly after the storm passed, stores and clubs began to reopen to safely resume serving customers and members. Customers, members, and associates saw significant damage to their homes and were left without utilities and water. To meet community needs, Walmart locations hosted services and water and meal distributions in their parking lots. Nonprofits including Cajun Navy Relief and The Salvation Army worked alongside our associates to help get resources like water, food, and emergency supplies to people in need. While power remained down for many across the region, some of our parking lots also hosted shower and laundry services, including P&G's Tide Loads of Hope. Introduction Opportunity Sustainability Community Ethics & Integrity 29 Walmart private fleet drivers poured into the region from across the country, delivering an additional 3,800 truckloads of water to support stores and clubs and for distribution to communities and local nonprofits. Walmart truck drivers also brought relief to the community through Walmart's Mobile Relief Kitchen, a fully equipped cooking trailer designed for disaster response. For several weeks, these associates cooked and served over 84,000 hot meals. Løg Walmart driver Greg Carter, who is based in Indiana, traveled to Florida to work at the Mobile Relief Kitchen with his fellow associates. To him, stepping up to help is simply part of the job. ""Everything about Walmart is to take care of the customer,"" Carter said. ""This is just one of the facets that we have. Walmart fills the needs of communities - not only when times are good, but especially when times are bad."" Overall, Walmart, Sam's Club, and the Walmart Foundation donated over $6 million in grants and supplies that helped nonprofits feed and shelter people, clean up debris, and provide relief to underserved communities. See more in our Hurricane lan timeline.",0.10983796296296296
"Walmart FY2023 ESG Highlights Ethics & Integrity Code Walmart strives to make trust a competitive advantage. Modeling the highest standards of ethics and compliance helps us create and maintain a culture of integrity, which builds trust in our business. of Con RELATED ESG ISSUE BRIEFS: Ethics & Compliance Corporate Governance Engagement in Public Policy Digital Citizenship: Ethical E Use of Data & Responsible Use of Technology E Human Rights Training Modul",0.05714285714285715
Walmart FY2023 ESG Highlights Introduction Opportunity Sustainability Community Ethics & Integrity 31 Ethics & Integrity Highlights WALMART INC. BOARD OF DIRECTORS40 . .,0.0
